event_id,customer_id,event_type,event_date,device,session_minutes
72,CUST_01956,page_view,2023-07-16 01:00:00,iOS,12.5
73,CUST_03765,page_view,2023-07-04 16:00:00,Desktop,11.2
74,CUST_03688,checkout,2023-04-10 17:00:00,Desktop,4.2
75,CUST_01979,search,2023-04-21 05:00:00,iOS,8.4
76,CUST_04883,page_view,2023-04-14 06:00:00,Android,14.7
77,CUST_00125,checkout,2022-02-12 19:00:00,iOS,16.6
78,CUST_01846,search,2022-10-05 04:00:00,Desktop,3.5
79,CUST_04542,search,2022-10-02 10:00:00,Desktop,7.3
80,CUST_03990,app_open,2022-10-23 15:00:00,Android,10.8
81,CUST_02239,page_view,2024-03-15 03:00:00,iOS,12.4
82,CUST_01665,page_view,2023-03-09 07:00:00,Android,11.0
83,CUST_04194,page_view,2022-05-01 14:00:00,Android,11.5
84,CUST_02732,page_view,2024-05-17 20:00:00,iOS,12.8
85,CUST_03319,checkout,2024-04-24 10:00:00,iOS,9.4
86,CUST_03202,add_to_cart,2023-12-13 02:00:00,Desktop,8.4
87,CUST_03163,add_to_cart,2022-09-21 05:00:00,iOS,8.9
88,CUST_01149,page_view,2022-11-12 04:00:00,Android,1.7
89,CUST_00251,search,2024-03-30 04:00:00,Desktop,5.9
90,CUST_02132,add_to_cart,2023-12-26 05:00:00,Desktop,16.3
91,CUST_04667,page_view,2023-12-09 21:00:00,Android,8.8
92,CUST_01860,product_click,2023-12-22 22:00:00,Android,6.1
93,CUST_04439,app_open,2023-06-22 13:00:00,iOS,10.2
94,CUST_03501,product_click,2023-08-25 21:00:00,Desktop,4.5
95,CUST_02181,app_open,2022-08-23 23:00:00,Android,16.6
96,CUST_04880,page_view,2022-11-23 00:00:00,Android,10.7
97,CUST_04601,search,2024-05-27 17:00:00,iOS,9.3
98,CUST_04424,page_view,2022-05-05 14:00:00,Tablet,15.9
99,CUST_04048,page_view,2023-05-28 05:00:00,Android,6.2
100,CUST_04098,page_view,2023-02-28 02:00:00,iOS,7.6
101,CUST_02399,add_to_cart,2023-11-02 04:00:00,Desktop,7.2
102,CUST_02812,search,2023-10-12 17:00:00,Tablet,2.4
103,CUST_03240,checkout,2022-06-08 06:00:00,Desktop,5.4
104,CUST_03321,add_to_cart,2023-05-26 00:00:00,Android,2.9
105,CUST_02360,product_click,2022-04-05 22:00:00,Android,12.0
106,CUST_01124,page_view,2024-02-26 03:00:00,Android,10.5
107,CUST_00591,page_view,2024-04-05 05:00:00,Android,6.6
108,CUST_01921,product_click,2022-03-24 18:00:00,Desktop,5.7
109,CUST_00370,product_click,2022-06-09 23:00:00,iOS,5.7
110,CUST_04945,wishlist,2023-05-01 23:00:00,Android,25.6
111,CUST_01316,add_to_cart,2022-12-08 23:00:00,Android,6.8
112,CUST_02244,checkout,2023-12-25 08:00:00,Desktop,3.5
113,CUST_02886,add_to_cart,2023-12-27 01:00:00,Android,8.7
114,CUST_02923,page_view,2022-08-22 15:00:00,Desktop,3.1
115,CUST_04584,add_to_cart,2022-09-09 13:00:00,Android,12.6
116,CUST_02051,page_view,2022-10-22 07:00:00,iOS,24.0
117,CUST_01982,search,2023-09-20 00:00:00,iOS,2.1
118,CUST_02024,product_click,2023-08-21 19:00:00,Tablet,11.2
119,CUST_03572,page_view,2024-01-16 13:00:00,iOS,8.4
120,CUST_00779,page_view,2022-07-30 13:00:00,iOS,2.1
121,CUST_00685,product_click,2023-10-20 17:00:00,Android,9.0
122,CUST_03393,add_to_cart,2023-04-06 11:00:00,Desktop,10.7
123,CUST_01230,add_to_cart,2024-01-28 21:00:00,iOS,5.8
124,CUST_03565,checkout,2022-02-08 08:00:00,iOS,6.3
125,CUST_00061,page_view,2023-07-22 14:00:00,iOS,2.9
126,CUST_02576,wishlist,2023-04-02 17:00:00,Android,3.9
127,CUST_00183,page_view,2022-06-02 05:00:00,Tablet,9.1
128,CUST_03448,page_view,2024-01-26 02:00:00,iOS,11.8
129,CUST_02346,search,2022-06-27 23:00:00,Android,7.8
130,CUST_04489,add_to_cart,2024-06-04 17:00:00,Android,19.8
131,CUST_01290,page_view,2022-06-20 22:00:00,Desktop,11.9
132,CUST_01145,checkout,2023-12-26 04:00:00,Tablet,14.3
133,CUST_03178,page_view,2023-03-22 15:00:00,iOS,5.7
134,CUST_03700,search,2022-08-02 12:00:00,Tablet,15.2
135,CUST_04459,page_view,2022-04-17 03:00:00,iOS,6.0
136,CUST_02871,search,2022-08-19 12:00:00,iOS,19.4
137,CUST_00462,page_view,2023-05-11 09:00:00,Android,13.5
138,CUST_02655,wishlist,2023-04-08 23:00:00,Android,6.5
139,CUST_04209,page_view,2022-10-07 02:00:00,Tablet,8.2
140,CUST_01916,page_view,2022-06-06 15:00:00,Android,12.1
141,CUST_01421,app_open,2024-02-08 08:00:00,Android,7.9
142,CUST_04724,add_to_cart,2023-02-21 11:00:00,Android,10.5
143,CUST_02329,wishlist,2023-11-25 18:00:00,Desktop,2.5
144,CUST_03833,page_view,2023-11-21 13:00:00,Desktop,6.5
145,CUST_00929,page_view,2024-03-23 12:00:00,Android,3.0
146,CUST_03826,search,2023-09-30 11:00:00,Desktop,11.8
147,CUST_02892,page_view,2023-01-21 13:00:00,iOS,1.7
148,CUST_01190,product_click,2023-02-02 00:00:00,Android,0.2
149,CUST_01376,page_view,2023-04-30 18:00:00,iOS,12.9
150,CUST_00518,search,2022-07-31 03:00:00,Android,7.9
151,CUST_00772,page_view,2022-04-18 01:00:00,Android,4.3
152,CUST_00171,search,2023-06-28 21:00:00,Android,13.6
153,CUST_04984,page_view,2022-02-05 08:00:00,Android,0.0
154,CUST_00949,add_to_cart,2022-01-05 04:00:00,Android,8.1
155,CUST_03394,page_view,2023-08-29 05:00:00,Android,9.3
156,CUST_04843,page_view,2022-07-19 14:00:00,Desktop,3.6
157,CUST_02525,wishlist,2023-01-04 06:00:00,Android,8.3
158,CUST_01231,product_click,2023-07-21 01:00:00,Desktop,1.1
159,CUST_02147,add_to_cart,2022-05-20 06:00:00,Android,7.0
160,CUST_01781,page_view,2022-12-08 12:00:00,Desktop,6.2
161,CUST_00871,add_to_cart,2024-04-28 23:00:00,iOS,11.5
162,CUST_02683,page_view,2023-04-27 02:00:00,Android,5.5
163,CUST_02680,page_view,2023-03-16 22:00:00,iOS,14.4
164,CUST_00020,page_view,2022-11-12 05:00:00,iOS,5.1
165,CUST_01739,wishlist,2023-03-16 23:00:00,iOS,13.5
166,CUST_04569,checkout,2023-06-15 07:00:00,Android,2.2
167,CUST_03404,page_view,2024-03-27 06:00:00,Android,11.4
168,CUST_01337,add_to_cart,2024-04-17 22:00:00,Android,4.5
169,CUST_00854,add_to_cart,2022-11-21 23:00:00,Android,10.6
170,CUST_04104,page_view,2023-09-08 16:00:00,Android,7.8
171,CUST_01427,page_view,2024-02-20 06:00:00,Android,20.2
172,CUST_04546,page_view,2022-05-18 18:00:00,Android,9.3
173,CUST_04297,add_to_cart,2022-07-09 01:00:00,Android,1.2
174,CUST_01526,page_view,2022-06-04 19:00:00,Desktop,10.3
175,CUST_02964,page_view,2024-02-10 17:00:00,Desktop,7.3
176,CUST_04364,page_view,2022-10-04 12:00:00,Tablet,11.0
177,CUST_01936,page_view,2023-03-30 13:00:00,Desktop,6.4
178,CUST_04065,add_to_cart,2022-09-10 14:00:00,iOS,2.9
179,CUST_04216,page_view,2023-08-01 10:00:00,Android,0.8
180,CUST_00743,add_to_cart,2023-09-12 03:00:00,Android,10.3
181,CUST_00044,add_to_cart,2023-01-17 05:00:00,iOS,7.3
182,CUST_04863,page_view,2023-11-21 09:00:00,Tablet,1.2
183,CUST_04429,product_click,2023-07-10 01:00:00,Desktop,6.3
184,CUST_02086,add_to_cart,2022-05-09 14:00:00,iOS,2.6
185,CUST_04528,add_to_cart,2023-12-11 10:00:00,iOS,20.1
186,CUST_02680,add_to_cart,2022-12-08 18:00:00,Android,6.3
187,CUST_04231,page_view,2022-09-10 14:00:00,Desktop,4.8
188,CUST_01029,add_to_cart,2023-08-31 06:00:00,iOS,13.9
189,CUST_02397,wishlist,2022-01-03 08:00:00,iOS,10.6
190,CUST_04162,page_view,2024-06-12 10:00:00,iOS,11.0
191,CUST_00299,page_view,2022-01-04 00:00:00,iOS,16.9
192,CUST_01819,page_view,2022-08-29 00:00:00,iOS,0.2
193,CUST_02796,add_to_cart,2022-04-12 12:00:00,Desktop,15.1
194,CUST_04361,add_to_cart,2023-09-09 05:00:00,iOS,13.0
195,CUST_00832,add_to_cart,2023-04-02 21:00:00,Android,8.2
196,CUST_02213,search,2023-08-01 12:00:00,iOS,6.7
197,CUST_00130,checkout,2023-10-13 04:00:00,Android,7.0
198,CUST_00264,add_to_cart,2022-10-31 03:00:00,Desktop,11.4
199,CUST_03096,add_to_cart,2023-11-08 22:00:00,iOS,0.8
200,CUST_02574,wishlist,2022-05-31 04:00:00,iOS,7.8
201,CUST_00023,product_click,2024-01-16 01:00:00,iOS,9.2
202,CUST_04911,add_to_cart,2024-02-12 07:00:00,iOS,12.8
203,CUST_03897,checkout,2023-07-31 19:00:00,Android,13.0
204,CUST_00123,page_view,2022-06-07 22:00:00,Desktop,13.3
205,CUST_03487,page_view,2022-02-21 20:00:00,iOS,2.5
206,CUST_03833,page_view,2022-04-16 04:00:00,Android,5.0
207,CUST_00630,page_view,2023-11-21 22:00:00,Android,7.7
208,CUST_03443,checkout,2024-02-27 11:00:00,Android,10.0
209,CUST_04462,page_view,2023-03-26 02:00:00,Desktop,8.6
210,CUST_01873,product_click,2024-01-22 09:00:00,Android,7.2
211,CUST_03112,add_to_cart,2022-09-15 17:00:00,Android,0.3
212,CUST_00701,page_view,2024-03-16 08:00:00,iOS,2.3
213,CUST_03469,wishlist,2023-03-24 16:00:00,Android,1.3
214,CUST_03991,page_view,2022-02-28 23:00:00,Android,11.9
215,CUST_01125,page_view,2023-04-04 00:00:00,Android,11.6
216,CUST_04275,wishlist,2023-05-11 12:00:00,Android,0.3
217,CUST_01725,search,2022-03-26 20:00:00,Android,12.0
218,CUST_04303,wishlist,2024-04-26 20:00:00,Desktop,8.1
219,CUST_00436,checkout,2024-03-24 01:00:00,iOS,10.3
220,CUST_04719,page_view,2023-10-30 17:00:00,Android,4.8
221,CUST_02978,page_view,2023-06-10 15:00:00,iOS,15.1
222,CUST_03344,product_click,2023-03-17 07:00:00,Android,2.9
223,CUST_02220,wishlist,2022-01-15 11:00:00,iOS,4.4
224,CUST_00224,product_click,2024-01-29 09:00:00,Android,4.5
225,CUST_01020,product_click,2024-01-29 08:00:00,iOS,13.6
226,CUST_02595,add_to_cart,2024-03-28 03:00:00,Android,9.4
227,CUST_01344,wishlist,2023-09-25 23:00:00,iOS,11.7
228,CUST_04866,page_view,2023-10-31 05:00:00,Desktop,0.7
229,CUST_03764,add_to_cart,2022-11-29 20:00:00,Android,8.9
230,CUST_02576,product_click,2023-07-17 16:00:00,Desktop,9.8
231,CUST_02927,add_to_cart,2024-05-22 10:00:00,iOS,6.6
232,CUST_03719,search,2024-03-18 15:00:00,Android,14.7
233,CUST_01332,search,2023-08-31 01:00:00,iOS,11.3
234,CUST_03561,wishlist,2023-07-11 02:00:00,Android,4.4
235,CUST_03205,product_click,2022-05-09 23:00:00,iOS,11.2
236,CUST_01465,page_view,2023-08-20 00:00:00,Desktop,5.7
237,CUST_01000,page_view,2024-06-04 12:00:00,Desktop,14.7
238,CUST_01872,add_to_cart,2022-08-03 04:00:00,Desktop,12.3
239,CUST_00148,checkout,2024-03-09 13:00:00,Desktop,1.4
240,CUST_04443,page_view,2022-02-03 04:00:00,Desktop,6.6
241,CUST_04040,page_view,2023-05-16 03:00:00,iOS,10.4
242,CUST_01603,page_view,2022-01-17 08:00:00,Android,7.3
243,CUST_03363,add_to_cart,2023-09-28 14:00:00,Android,7.5
244,CUST_00209,page_view,2022-09-07 01:00:00,iOS,15.9
245,CUST_02085,wishlist,2023-04-09 12:00:00,Desktop,15.0
246,CUST_00034,checkout,2023-01-18 06:00:00,Desktop,11.0
247,CUST_00621,page_view,2023-08-21 15:00:00,iOS,20.8
248,CUST_00287,search,2022-10-01 01:00:00,Desktop,9.4
249,CUST_03938,wishlist,2024-04-09 06:00:00,Android,9.5
250,CUST_00046,search,2024-01-02 17:00:00,Android,10.1
251,CUST_02677,search,2022-04-28 03:00:00,Android,8.1
252,CUST_03632,search,2022-05-03 09:00:00,Android,8.4
253,CUST_00461,add_to_cart,2022-02-24 18:00:00,Desktop,14.5
254,CUST_02875,add_to_cart,2024-01-07 06:00:00,Desktop,7.5
255,CUST_04272,add_to_cart,2022-09-07 21:00:00,Android,0.5
256,CUST_02830,page_view,2022-03-31 03:00:00,Android,9.1
257,CUST_01368,add_to_cart,2023-03-27 15:00:00,Android,6.4
258,CUST_00559,page_view,2022-03-13 12:00:00,Desktop,2.3
259,CUST_02128,page_view,2023-09-17 02:00:00,Desktop,7.2
260,CUST_00241,checkout,2023-08-16 11:00:00,Android,8.4
261,CUST_03265,page_view,2023-11-27 15:00:00,iOS,5.3
262,CUST_04864,add_to_cart,2022-05-13 11:00:00,Desktop,10.2
263,CUST_03523,checkout,2023-11-22 12:00:00,iOS,3.5
264,CUST_03408,app_open,2023-03-12 11:00:00,Android,13.1
265,CUST_03906,search,2023-01-21 00:00:00,Desktop,14.3
266,CUST_00820,page_view,2022-05-23 15:00:00,Android,8.1
267,CUST_01831,page_view,2024-04-13 10:00:00,Android,8.5
268,CUST_02223,page_view,2023-02-14 14:00:00,iOS,6.6
269,CUST_03314,search,2022-04-16 10:00:00,iOS,8.3
270,CUST_02886,product_click,2022-10-10 10:00:00,Tablet,1.4
271,CUST_01763,product_click,2023-12-04 12:00:00,Android,13.7
272,CUST_02147,add_to_cart,2022-03-18 12:00:00,Android,4.7
273,CUST_03067,checkout,2022-05-15 22:00:00,Android,15.2
274,CUST_04390,search,2022-03-06 10:00:00,Android,3.9
275,CUST_03334,product_click,2024-05-14 10:00:00,Android,3.0
276,CUST_00765,add_to_cart,2023-06-09 02:00:00,Desktop,5.4
277,CUST_01784,search,2022-03-13 10:00:00,Desktop,7.7
278,CUST_00670,page_view,2022-01-28 01:00:00,iOS,10.0
279,CUST_02821,search,2024-04-12 23:00:00,Android,3.7
280,CUST_01251,product_click,2023-07-07 13:00:00,Android,3.5
281,CUST_00634,add_to_cart,2023-11-12 18:00:00,iOS,4.7
282,CUST_03638,page_view,2023-03-24 03:00:00,Android,9.6
283,CUST_03356,add_to_cart,2023-11-13 04:00:00,Android,2.7
284,CUST_02206,add_to_cart,2022-06-29 22:00:00,Android,15.0
285,CUST_00222,product_click,2023-03-11 20:00:00,iOS,15.6
286,CUST_01606,add_to_cart,2023-07-14 14:00:00,Android,7.3
287,CUST_00552,product_click,2022-07-14 13:00:00,Android,11.3
288,CUST_03754,search,2022-03-14 05:00:00,iOS,15.4
289,CUST_02224,search,2022-03-15 06:00:00,Desktop,2.7
290,CUST_01807,checkout,2023-08-28 22:00:00,Android,12.6
291,CUST_03576,add_to_cart,2022-06-04 19:00:00,Android,10.0
292,CUST_00380,add_to_cart,2024-02-27 03:00:00,Android,10.9
293,CUST_02072,product_click,2023-09-06 06:00:00,Android,7.2
294,CUST_04867,search,2023-04-04 00:00:00,iOS,13.4
295,CUST_03499,page_view,2023-08-19 16:00:00,Desktop,2.1
296,CUST_03658,search,2022-12-26 06:00:00,Desktop,6.1
297,CUST_01642,search,2023-01-23 05:00:00,Android,0.7
298,CUST_01151,page_view,2023-04-30 10:00:00,iOS,1.5
299,CUST_01503,add_to_cart,2023-02-27 23:00:00,iOS,1.3
300,CUST_02439,checkout,2023-12-12 15:00:00,Android,1.4
301,CUST_00339,add_to_cart,2022-10-14 14:00:00,Android,0.2
302,CUST_04129,page_view,2023-11-01 07:00:00,iOS,5.2
303,CUST_00805,page_view,2024-06-10 20:00:00,iOS,7.2
304,CUST_04972,page_view,2022-05-19 05:00:00,Desktop,15.3
305,CUST_03778,page_view,2023-10-04 15:00:00,Android,5.5
306,CUST_00979,page_view,2022-04-26 07:00:00,Desktop,2.2
307,CUST_02744,page_view,2022-09-13 15:00:00,Android,2.0
308,CUST_04378,search,2022-11-28 13:00:00,Desktop,6.9
309,CUST_01206,page_view,2022-04-17 00:00:00,Desktop,5.5
310,CUST_01925,page_view,2023-12-12 04:00:00,Desktop,6.3
311,CUST_03009,app_open,2022-11-09 19:00:00,iOS,5.6
312,CUST_03231,page_view,2022-01-09 17:00:00,Tablet,14.3
313,CUST_02741,wishlist,2022-09-05 04:00:00,Android,4.6
314,CUST_03346,search,2022-12-28 19:00:00,Android,9.9
315,CUST_03982,add_to_cart,2022-01-18 12:00:00,Android,6.0
316,CUST_04714,page_view,2023-01-22 00:00:00,iOS,4.6
317,CUST_03600,search,2023-11-07 12:00:00,iOS,13.2
318,CUST_01566,search,2022-03-01 19:00:00,iOS,12.6
319,CUST_04268,product_click,2022-03-29 17:00:00,Android,6.5
320,CUST_03702,page_view,2023-11-03 11:00:00,iOS,15.4
321,CUST_02855,search,2023-05-20 01:00:00,Android,15.8
322,CUST_02307,page_view,2022-08-23 01:00:00,iOS,5.8
323,CUST_00149,add_to_cart,2023-03-14 04:00:00,Android,11.4
324,CUST_04159,page_view,2024-05-13 07:00:00,iOS,4.8
325,CUST_01321,page_view,2024-04-25 20:00:00,Android,7.5
326,CUST_01093,page_view,2023-10-30 19:00:00,Tablet,12.4
327,CUST_00682,product_click,2022-01-22 16:00:00,Android,3.8
328,CUST_03551,add_to_cart,2023-02-19 18:00:00,iOS,14.5
329,CUST_03928,add_to_cart,2024-04-20 07:00:00,iOS,1.6
330,CUST_04621,checkout,2022-10-16 21:00:00,Android,4.3
331,CUST_04321,page_view,2022-02-21 17:00:00,iOS,4.2
332,CUST_00772,page_view,2024-01-02 13:00:00,Desktop,14.9
333,CUST_03110,page_view,2022-06-12 02:00:00,iOS,3.9
334,CUST_01207,page_view,2022-12-18 21:00:00,Desktop,13.7
335,CUST_03765,add_to_cart,2022-01-19 12:00:00,iOS,7.7
336,CUST_04964,product_click,2023-05-11 18:00:00,iOS,6.0
337,CUST_02886,product_click,2023-03-10 22:00:00,Desktop,14.6
338,CUST_03865,page_view,2024-01-16 21:00:00,Android,2.8
339,CUST_03048,search,2023-05-01 22:00:00,Android,13.1
340,CUST_04190,add_to_cart,2022-11-30 14:00:00,iOS,10.2
341,CUST_00597,page_view,2023-02-13 14:00:00,Desktop,7.7
342,CUST_01728,product_click,2023-07-24 19:00:00,Android,8.4
343,CUST_04693,page_view,2023-09-21 06:00:00,iOS,4.6
344,CUST_00967,add_to_cart,2023-10-17 15:00:00,iOS,0.6
345,CUST_01994,app_open,2022-09-02 16:00:00,iOS,9.8
346,CUST_04269,page_view,2022-03-30 00:00:00,Android,2.8
347,CUST_02091,app_open,2022-07-25 17:00:00,iOS,11.4
348,CUST_04616,page_view,2022-04-06 16:00:00,Android,4.4
349,CUST_00928,page_view,2022-06-16 18:00:00,Desktop,7.9
350,CUST_00431,page_view,2024-01-03 13:00:00,Android,11.7
351,CUST_01172,page_view,2022-04-01 05:00:00,Android,3.3
352,CUST_03341,page_view,2023-11-07 20:00:00,iOS,8.3
353,CUST_02717,page_view,2023-05-03 05:00:00,Desktop,10.9
354,CUST_01537,page_view,2023-06-03 08:00:00,Android,11.6
355,CUST_00073,page_view,2022-06-25 14:00:00,iOS,5.7
356,CUST_02222,add_to_cart,2022-09-19 22:00:00,Android,3.2
357,CUST_00418,add_to_cart,2022-10-03 19:00:00,iOS,11.8
358,CUST_00166,add_to_cart,2023-07-27 00:00:00,Desktop,6.2
359,CUST_00694,product_click,2023-01-19 12:00:00,Android,11.0
360,CUST_04814,add_to_cart,2024-03-12 13:00:00,Tablet,13.3
361,CUST_03781,add_to_cart,2024-03-25 19:00:00,Android,14.4
362,CUST_00869,app_open,2022-10-13 21:00:00,Desktop,6.6
363,CUST_00290,page_view,2022-04-05 19:00:00,iOS,9.2
364,CUST_04318,add_to_cart,2022-12-21 11:00:00,Android,4.4
365,CUST_04974,page_view,2022-10-09 00:00:00,Desktop,8.5
366,CUST_01190,page_view,2023-08-22 23:00:00,Desktop,7.7
367,CUST_03464,search,2023-09-03 10:00:00,Android,2.6
368,CUST_03701,search,2022-02-06 04:00:00,Android,11.4
369,CUST_04455,add_to_cart,2022-09-19 12:00:00,Android,18.0
370,CUST_04177,app_open,2022-11-03 22:00:00,Android,2.8
371,CUST_04546,search,2023-07-25 02:00:00,iOS,7.6
372,CUST_02717,page_view,2023-12-05 03:00:00,Android,16.9
373,CUST_00170,search,2023-04-29 05:00:00,iOS,8.4
374,CUST_01140,add_to_cart,2023-03-15 06:00:00,Desktop,3.2
375,CUST_03888,page_view,2022-07-12 18:00:00,iOS,11.6
376,CUST_01089,wishlist,2024-01-24 02:00:00,Desktop,6.0
377,CUST_02249,wishlist,2022-12-28 18:00:00,iOS,7.4
378,CUST_02698,page_view,2023-01-27 09:00:00,iOS,7.3
379,CUST_01273,checkout,2022-06-16 07:00:00,Android,2.8
380,CUST_00553,page_view,2024-01-14 20:00:00,Android,11.2
381,CUST_00498,search,2023-03-04 00:00:00,Desktop,7.3
382,CUST_00847,page_view,2024-02-04 15:00:00,Android,4.2
383,CUST_00299,add_to_cart,2023-04-27 11:00:00,Android,1.0
384,CUST_04011,page_view,2022-10-16 11:00:00,iOS,9.3
385,CUST_02789,page_view,2022-02-01 03:00:00,Desktop,5.9
386,CUST_01912,page_view,2022-07-10 11:00:00,Android,20.9
387,CUST_01410,wishlist,2023-07-31 05:00:00,Desktop,19.0
388,CUST_00118,page_view,2024-01-28 06:00:00,Tablet,15.6
389,CUST_02121,search,2022-06-26 23:00:00,Android,3.1
390,CUST_03662,page_view,2024-06-10 08:00:00,iOS,10.4
391,CUST_00303,product_click,2022-04-12 22:00:00,iOS,2.7
392,CUST_02255,page_view,2023-08-16 03:00:00,Android,11.0
393,CUST_01127,add_to_cart,2023-12-04 11:00:00,iOS,11.3
394,CUST_03865,page_view,2022-04-30 13:00:00,Android,3.1
395,CUST_00166,add_to_cart,2023-05-06 06:00:00,iOS,13.6
396,CUST_04338,search,2022-04-15 13:00:00,iOS,7.1
397,CUST_02495,page_view,2022-02-14 03:00:00,iOS,11.3
398,CUST_04841,product_click,2022-07-29 23:00:00,Android,5.9
399,CUST_04132,add_to_cart,2023-12-20 14:00:00,iOS,11.9
400,CUST_00606,search,2022-05-24 07:00:00,Desktop,7.2
401,CUST_00994,checkout,2022-07-31 14:00:00,iOS,9.9
402,CUST_04189,product_click,2022-05-11 05:00:00,iOS,7.9
403,CUST_02696,add_to_cart,2022-02-16 01:00:00,iOS,6.4
404,CUST_02637,page_view,2023-06-21 13:00:00,iOS,8.3
405,CUST_01595,product_click,2023-12-27 21:00:00,Desktop,4.8
